Portuguese Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
triste,1,0,0,1,0,1,0,1,0,0
luto,0,0,0,0,0,1,0,1,0,0
rato,0,0,0,0,0,0,0,0,0,0
bigode,0,0,0,0,0,0,0,0,0,0
boca,0,0,0,0,0,0,0,0,1,0
bocado,0,0,1,0,0,0,0,0,0,0
bocal,0,0,0,0,0,0,0,0,0,0
móvel,0,0,0,0,0,0,1,0,0,0
jogada,0,0,0,0,0,0,0,0,0,0
movimento,0,0,0,0,0,0,0,0,0,0
motor,0,0,0,0,0,0,1,0,0,0
filme,0,0,0,0,0,0,0,0,0,0
em movimento,0,0,0,0,0,0,0,0,0,0
Cortar,0,0,0,0,0,0,0,0,0,0
sujeira,0,0,1,0,0,1,0,0,0,0
mucoso,0,0,1,0,0,0,0,0,0,0
muco,0,0,1,0,0,0,0,0,0,0
lama,0,0,0,0,0,1,0,0,0,0
confusão,0,0,0,0,0,1,0,0,0,0
confuso,0,0,0,0,0,1,0,0,0,0
turvar,0,0,1,0,0,1,0,0,0,0
regalo,1,0,1,0,0,1,0,0,0,0
abafado,0,0,0,0,0,0,0,0,0,0
silencioso,0,0,0,0,0,0,0,0,0,0
caneca,1,0,0,1,0,1,1,1,0,0
mula,1,0,0,0,0,1,0,0,0,1
multilateral,0,0,0,0,0,0,0,0,0,0
múltiplo,0,0,0,0,0,0,0,0,0,0
multiplex,0,0,0,0,0,0,0,0,0,0
multiplicação,0,0,0,0,0,0,0,0,0,0
multiplicidade,0,0,0,0,0,0,0,0,0,0
multiplicado,0,0,0,0,0,0,0,0,0,0
multiplicador,0,0,0,0,0,0,0,0,0,0
multiplicar,0,0,0,0,0,0,0,0,0,0
multidão,0,0,0,0,0,0,0,0,0,0
mãe,0,0,0,1,0,1,0,0,0,0
resmungar,0,0,0,0,0,1,0,0,0,0
mamãe,0,0,0,0,0,0,0,0,0,0
caxumba,0,0,0,0,0,1,0,0,0,0
mastigar,0,0,0,0,0,0,0,0,0,0
mundano,0,0,0,0,0,0,0,0,0,0
municipal,0,0,0,0,0,0,0,0,0,0
município,0,0,0,0,0,0,0,0,0,0
mural,0,0,0,0,0,0,0,0,0,0
assassinato,1,0,1,1,0,1,0,1,1,0
assassino,1,0,1,1,0,1,0,1,0,0
assassino,1,0,1,1,0,1,0,1,1,0
obscuro,0,0,1,0,0,1,0,1,0,0
murmúrio,0,0,0,0,0,0,0,0,0,0
músculo,0,0,0,0,0,0,0,0,0,0
muscular,0,0,0,0,0,0,1,0,0,0
musa,0,0,0,0,0,0,0,0,0,0
musas,0,0,0,0,0,0,0,0,0,0
museu,0,0,0,0,0,0,0,0,0,0
mingau,0,0,0,0,0,0,0,0,0,0
cogumelo,0,0,0,0,0,0,0,0,0,0
música,0,0,0,0,1,0,1,1,0,0
musical,1,1,0,0,1,0,1,1,1,1
músico,0,0,0,0,0,0,0,0,0,0
meditando,0,0,0,0,0,0,0,0,0,0
almíscar,0,0,0,0,0,0,0,0,0,0
mosquete,0,0,0,1,0,0,0,0,0,0
musselina,0,0,0,0,0,0,0,0,0,0
bagunça,0,0,0,0,0,1,0,0,0,0
mustang,0,0,0,0,0,0,0,0,0,0
mostarda,0,0,0,0,0,0,0,0,0,0
reunir,0,0,0,0,0,0,0,0,0,0
mofado,0,0,1,0,0,1,0,0,0,0
mutável,0,1,0,0,0,0,1,0,0,0
mutante,0,0,0,0,0,1,0,0,0,0
mutação,0,0,0,0,0,0,0,0,0,0
mutilado,0,0,1,0,0,1,0,0,0,0
mutilação,1,0,1,1,0,1,0,1,0,0
motim,1,0,1,1,0,1,0,0,1,0
murmurar,1,0,0,0,0,1,0,0,0,0
Carneiro,0,0,0,0,0,0,0,0,0,0
mútuo,0,0,0,0,0,0,1,0,0,0
mutuamente,0,0,0,0,0,0,0,0,0,0
focinho,0,0,0,1,0,1,0,0,0,0
miopia,1,0,0,0,0,1,0,1,0,0
míope,0,0,0,0,0,0,0,0,0,0
miríade,0,0,0,0,0,0,0,0,0,0
misterioso,0,1,0,1,0,0,0,0,1,0
mistério,0,1,0,0,0,0,0,0,1,0
místico,0,0,0,0,0,0,0,0,1,0
místico,0,0,0,0,0,0,0,0,0,0
misticismo,0,0,0,0,0,0,0,0,0,0
mito,0,0,0,0,0,0,0,0,0,0
mítico,0,0,0,0,0,0,0,0,0,0
mítico,0,0,0,0,0,0,0,0,0,0
mitológico,0,0,0,0,0,0,0,0,0,0
mitologia,0,0,0,0,0,0,0,0,0,0
pegar,0,0,0,0,0,1,0,0,1,0
nadir,0,0,0,0,0,1,0,0,0,0
importunar,1,0,0,0,0,1,0,0,0,0
unha,0,0,0,0,0,0,0,0,0,0
ingénuo,0,0,0,0,0,1,0,0,0,0
nu,0,0,0,0,0,0,0,0,0,0
nomeado,0,0,0,0,0,0,0,0,0,0
sem nome,0,0,1,0,0,1,0,0,0,0
homônimo,0,0,0,0,0,0,0,0,0,0
nomear,0,0,0,0,0,0,0,0,0,0
babá,0,0,0,0,0,0,0,0,0,0
nanômetro,0,0,0,0,0,0,0,0,0,0
sesta,0,0,0,0,1,0,1,0,0,0
nuca,0,0,0,0,0,0,0,0,0,0
guardanapo,0,0,0,0,0,0,0,1,0,0
cochilando,0,0,0,0,0,0,0,0,0,0
fralda,0,0,1,0,0,1,0,0,0,0
narcótico,0,0,0,0,0,1,0,0,0,0
narrar,0,0,0,0,0,0,0,0,0,0
narração,0,0,0,0,0,0,0,0,0,0
narrativa,0,0,0,0,0,0,0,0,0,0
narrador,0,0,0,0,0,0,0,0,0,0
estreito,0,0,0,0,0,0,0,0,0,0
estreitamento,0,0,0,0,0,0,0,0,0,0
nascente,0,1,0,0,0,0,0,0,0,0
desagradável,1,0,1,1,0,1,0,1,0,0
natal,0,0,0,0,0,0,0,0,0,0
nação,0,0,0,0,0,0,0,0,0,1
nacional,0,0,0,0,0,0,0,0,0,0
nacionalidade,0,0,0,0,0,0,0,0,0,0
nativo,0,0,0,0,0,0,0,0,0,0
natividade,0,0,0,0,0,0,0,0,0,0
naturalista,0,0,0,0,0,0,1,0,0,0
naturalização,0,0,0,0,0,0,0,0,0,0
naturalizado,0,0,0,0,0,0,0,0,0,0
naturalmente,0,0,0,0,0,0,0,0,0,0
natureza,0,0,0,0,0,0,0,0,0,0
nada,0,0,0,0,0,0,0,0,0,0
danadinho,0,0,0,0,0,1,0,0,0,0
náusea,0,0,1,0,0,1,0,0,0,0
nauseante,0,0,1,0,0,1,0,1,0,0
náutico,0,0,0,0,0,0,0,0,0,0
naval,0,0,0,0,0,0,0,0,0,0
nave,0,0,0,0,0,0,0,0,0,0
umbigo,0,0,0,0,0,0,0,0,0,0
navegável,0,1,0,0,0,0,1,0,0,0
navegar,0,0,0,0,0,0,0,0,0,0
navegação,0,0,0,0,0,0,0,0,0,0
navegador,0,1,0,0,0,0,0,0,0,1
marinha,0,0,0,0,0,0,0,0,0,0
não,0,0,0,0,0,1,0,0,0,0
ordenadamente,0,0,0,0,0,0,1,0,0,0
nebulosa,0,0,0,0,0,0,0,0,0,0
nebulosas,0,0,0,0,0,0,0,0,0,0
nebuloso,0,0,0,0,0,0,0,0,0,0
necessariamente,0,0,0,0,0,0,0,0,0,0
necessitar,0,0,0,0,0,0,0,0,0,0
necessidades,0,0,0,0,0,0,0,0,0,0
necessidade,0,0,0,0,0,0,0,1,0,0
pescoço,0,0,0,0,0,0,0,0,0,0
colar,0,0,0,0,0,0,0,0,0,0
necrose,0,0,0,0,0,0,0,0,0,0
néctar,0,0,0,0,0,0,1,0,0,0
indispensável,0,0,0,0,0,1,0,0,0,0
agulha,0,0,0,0,0,0,1,0,0,0
desnecessário,0,0,0,0,0,0,0,0,0,0
carente,0,0,0,0,0,1,0,0,0,0
nefasto,0,0,1,1,0,1,0,1,1,0
negação,1,0,0,0,0,1,0,0,0,0
negativo,0,0,0,0,0,1,0,1,0,0
negligência,0,0,0,0,0,1,0,0,0,0
negligenciado,1,0,1,0,0,1,0,1,0,0
negligenciando,0,0,0,0,0,1,0,0,0,0
negligência,0,0,0,0,0,1,0,0,0,0
negligente,0,0,0,0,0,1,0,0,0,0
negligentemente,0,0,0,0,0,1,0,0,0,0
insignificante,0,0,0,0,0,0,0,0,0,0
negociar,0,0,0,0,0,0,1,0,0,1
negociação,0,0,0,0,0,0,0,0,0,0
negociador,0,0,0,0,0,0,1,0,0,0
negro,0,0,0,0,0,1,0,1,0,0
relinchar,0,0,0,0,0,0,0,0,0,0
vizinho,0,1,0,0,0,0,1,0,0,1
vizinhança,0,1,0,0,0,0,0,0,0,0
vizinho,0,0,0,0,0,0,0,0,0,0
recém-nascido,0,0,0,0,0,0,0,0,0,0
neófito,0,0,0,0,0,0,0,0,0,0
neoprene,0,0,0,0,0,0,0,0,0,0
sobrinho,0,0,0,0,0,0,0,0,0,0
nepotismo,1,0,1,0,0,1,0,1,0,0
nervo,0,0,0,0,0,0,1,0,0,0
nervoso,0,1,0,1,0,1,0,0,0,0
nervosismo,0,0,0,1,0,0,0,0,0,0
ness,0,0,0,0,0,0,0,0,0,0
ninho,0,0,0,0,0,0,0,0,0,1
aninhar,0,0,0,0,0,0,1,0,0,1
filhote,0,0,0,0,0,0,0,0,0,0
internet,0,0,0,0,0,0,0,0,0,0
inferior,1,0,0,1,0,1,0,1,0,0
rede,0,0,0,0,0,0,0,0,0,0
urtiga,1,0,1,0,0,1,0,0,0,0
rede,0,1,0,0,0,0,0,0,0,0
neuralgia,0,0,0,1,0,1,0,1,0,0
neurologia,0,0,0,0,0,0,0,0,0,0
neurose,0,0,0,1,0,1,0,1,0,0
neurótico,0,0,1,1,0,1,0,0,0,0
neutro,0,0,0,0,0,0,0,0,0,0
neutro,0,1,0,0,0,0,0,0,0,1
neutralidade,0,0,0,0,0,0,0,0,0,1
neutralizar,0,0,0,0,0,0,0,0,0,0
recém-nascido,0,0,0,0,0,0,0,0,0,0
recém-chegado,0,0,0,1,0,0,0,0,1,0
recentemente,0,0,0,0,0,0,0,0,0,0
novidade,0,0,0,0,0,0,0,0,0,0
notícia,0,0,0,0,0,0,0,0,0,0
jornal,0,0,0,0,0,0,0,0,0,0
banca de jornais,0,0,0,0,0,0,0,0,0,0
ponta,0,0,0,0,0,0,0,0,0,0
mordidela,0,0,0,0,0,0,0,0,0,0
nicho,0,0,0,0,0,0,0,0,0,0
nichos,0,0,0,0,0,0,0,0,0,0
usuario,0,0,0,0,0,0,0,0,0,0
níquel,0,0,0,0,0,0,0,0,0,0
apelido,0,0,0,0,0,0,0,0,0,0
nicotina,0,0,1,0,0,1,0,0,0,0
sobrinha,0,0,0,0,0,0,0,0,0,0
perto,0,0,0,0,0,0,0,0,0,0
noite,0,0,0,0,0,0,0,0,0,0
anoitecer,0,0,0,0,0,0,0,0,0,0
rouxinol,0,0,0,0,0,0,0,0,0,0
pesadelo,0,0,0,1,0,1,0,0,0,0
niilismo,0,0,0,0,0,1,0,0,0,0
nada,0,0,0,0,0,0,0,0,0,0
ágil,0,0,0,0,0,0,0,0,0,0
noventa,0,0,0,0,0,0,0,0,0,0
nono,0,0,0,0,0,0,0,0,0,0
beliscar,0,0,0,0,0,0,0,0,0,0
mamilo,0,0,0,0,0,0,0,0,0,0
nix,0,0,0,0,0,0,0,0,0,0
nobreza,0,1,0,0,0,0,1,0,0,1
nobre,0,0,0,0,0,0,1,0,0,1
nobre,0,0,0,0,0,0,1,0,0,1
noturno,0,0,0,0,0,0,0,0,0,0
aceno com a cabeça,0,0,0,0,0,0,0,0,0,0
assentindo,0,0,0,0,0,0,0,0,0,0
nó,0,0,0,0,0,0,0,0,0,0
nodular,0,0,0,0,0,0,0,0,0,0
nódulo,0,0,0,0,0,0,0,0,0,0
ruído,0,0,0,0,0,1,0,0,0,0
barulhento,1,0,0,0,0,1,0,0,0,0
nômade,0,0,0,0,0,0,0,0,0,0
nômade,0,0,0,0,0,0,0,0,0,0
nomenclatura,0,0,0,0,0,0,0,0,0,0
nominal,0,0,0,0,0,0,0,0,0,0
nomear,0,0,0,0,0,0,0,0,0,0
nomeação,0,0,0,0,0,0,1,0,0,0
candidato,0,0,0,0,0,0,0,0,0,0
nonce,0,0,0,0,0,0,0,0,0,0
descumprimento,1,1,0,1,0,1,0,1,0,0
indescritível,0,0,0,0,0,0,0,0,0,0
inexistente,0,0,0,0,0,0,0,0,0,0
falta de pagamento,0,0,0,0,0,0,0,0,0,0
não residente,0,0,0,0,0,0,0,0,0,0
Absurdo,0,0,0,0,0,1,0,0,0,0
sem sentido,0,0,0,0,0,1,0,1,0,0
macarrão,0,0,0,0,0,0,0,0,0,0
recanto,0,0,0,0,0,0,0,0,0,0
meio-dia,0,0,0,0,0,0,0,0,0,0
laço,0,0,0,0,0,1,0,1,0,0
norma,0,0,0,0,0,0,0,0,0,0
normal,0,0,0,0,0,0,0,0,0,0
normalidade,0,0,0,0,0,0,0,0,0,0
normalidade,0,0,0,0,0,0,1,0,0,0
nariz,0,0,1,0,0,0,0,0,0,0
nostalgia,0,0,0,0,0,0,0,0,0,0
narina,0,0,0,0,0,0,0,0,0,0
notável,0,0,0,0,1,0,1,0,0,1
notáveis,0,0,0,0,0,0,1,0,0,0
notavelmente,0,0,0,0,0,0,0,0,0,0
notário,0,0,0,0,0,0,0,0,0,1
notação,0,0,0,0,0,0,0,0,0,0
entalhe,0,0,0,0,0,0,0,0,0,0
entalhado,0,0,0,0,0,0,0,0,0,0
Nota,0,0,0,0,0,0,0,0,0,0
caderno,0,0,0,0,0,0,0,0,0,0
notado,0,0,0,0,0,0,1,0,0,0
notável,0,0,0,0,0,0,0,0,0,0
nada,0,0,0,0,0,1,0,1,0,0
perceber,0,0,0,0,0,0,0,0,0,0
perceptível,0,0,0,0,0,0,0,0,0,0
notificação,0,1,0,0,0,0,0,0,0,0
notificar,0,0,0,0,0,0,0,0,0,0
noção,0,0,0,0,0,0,1,0,0,0
fictício,0,0,0,0,0,0,0,0,0,0
notoriedade,1,0,1,1,0,1,1,0,0,0
a despeito de,0,0,0,0,0,0,0,0,0,0
nada,0,0,0,0,0,0,0,0,0,0
substantivo,0,0,0,0,0,0,0,0,0,0
nutrir,0,0,0,0,0,0,0,0,0,0
nutrição,0,0,0,0,0,0,1,0,0,0
novo,0,0,0,0,0,0,0,0,0,0
novidade,0,0,0,0,0,0,0,0,0,0
novato,0,0,0,0,0,0,0,0,0,0
nos dias de hoje,0,0,0,0,0,0,0,0,0,0
nocivo,0,0,1,1,0,1,0,0,0,0
bocal,0,0,0,0,0,0,0,0,0,0
nuance,0,0,0,0,0,0,0,0,0,0
nuances,0,0,0,0,0,0,0,0,0,0
núcleo,0,0,0,0,0,0,0,0,0,0
nu,0,0,0,0,0,0,0,0,0,0
cutucar,0,0,0,0,0,0,0,0,0,0
nudez,0,0,0,0,0,0,0,0,0,0
pepita,0,0,0,0,0,0,0,0,0,0
incômodo,1,0,0,0,0,1,0,0,0,0
nulo,0,0,0,0,0,1,0,0,0,0
nulo,0,0,0,0,0,0,0,0,0,0
anular,0,0,0,0,0,1,0,0,1,0
dormente,0,0,0,0,0,1,0,0,0,0
número,0,0,0,0,0,0,0,0,0,0
numeração,0,0,0,0,0,0,0,0,0,0
números,0,0,0,0,0,0,1,0,0,0
dormência,0,0,0,0,0,1,0,1,0,0
numeral,0,0,0,0,0,0,0,0,0,0
numerador,0,0,0,0,0,0,0,0,0,0
numérico,0,0,0,0,0,0,0,0,0,0
numericamente,0,0,0,0,0,0,0,0,0,0
numerosos,0,0,0,0,0,0,0,0,0,0
freira,0,0,0,0,0,1,0,0,0,1
enfermeira,0,0,0,0,0,0,1,0,0,1
berçário,0,0,0,0,1,0,1,0,0,1
nutrir,1,1,1,1,1,0,1,0,0,1
noz-moscada,0,0,0,0,0,0,0,0,0,0
nutrição,0,0,0,0,0,0,0,0,0,0
nutritivo,0,0,0,0,0,0,1,1,0,0
nutritivo,0,0,0,0,0,0,0,0,0,0
nozes,0,0,0,0,0,0,0,0,0,0
ninfa,0,0,0,0,0,0,0,0,0,0
imbecil,0,0,0,0,0,1,0,0,0,0
carvalho,0,0,0,0,0,0,1,0,0,0
remo,0,0,0,0,0,0,0,0,0,0
oásis,0,1,0,0,1,0,1,0,0,1
juramento,0,0,0,0,0,0,1,0,0,1
aveia,0,0,0,0,0,0,0,0,0,0
obediência,0,0,0,0,0,0,1,0,0,1
obediente,0,0,0,0,0,0,0,0,0,0
obedientemente,0,0,0,0,0,0,0,0,0,0
obelisco,0,0,0,0,0,0,0,0,0,0
obeso,0,0,1,0,0,1,0,0,0,0
obesidade,0,0,1,0,0,1,0,1,0,0
obedecer,0,0,0,1,0,0,0,0,0,1
obi,0,0,1,1,0,1,0,0,0,0
obitar,0,0,0,0,0,1,0,1,1,0
obituário,0,0,0,0,0,1,0,1,0,0
objeto,0,0,0,0,0,0,0,0,0,0
objeção,1,0,0,0,0,1,0,0,0,0
questionável,0,0,0,0,0,1,0,0,0,0
objetivo,0,1,0,0,0,0,1,0,0,1
obrigação,0,0,0,0,0,0,0,0,0,0
obrigatório,0,0,0,0,0,0,0,0,0,0
obrigar,0,0,0,0,0,1,0,0,0,1
obrigado,0,0,0,0,0,0,0,0,0,0
prestativo,1,1,1,1,1,0,1,0,1,1
Devedor,0,0,0,1,0,1,0,0,0,0
oblíquo,0,0,0,0,0,0,0,0,0,0
obliterar,1,0,0,1,0,1,0,1,0,0
obliterado,1,0,0,1,0,1,0,0,0,0
obliteração,0,0,0,1,0,1,0,1,0,0
esquecimento,1,0,0,1,0,1,0,0,0,0
desatento,0,0,0,0,0,0,0,0,0,0
oblongo,0,0,0,0,0,0,0,0,0,0
obnóxio,1,0,1,0,0,1,0,1,0,0
oboé,0,0,0,0,0,0,0,0,0,0
obsceno,0,0,1,0,0,1,0,0,0,0
obscenidade,1,0,1,0,0,1,0,0,0,0
obscurecer,0,0,0,0,0,0,0,0,0,0
obscurecido,0,0,0,0,0,0,0,0,0,0
obscuridade,0,0,0,0,0,1,0,0,0,0
observância,0,0,0,0,0,0,0,0,0,0
atento,0,0,0,0,0,0,1,0,0,0
observação,0,0,0,0,0,0,0,0,0,0
observatório,0,0,0,0,0,0,0,0,0,0
observar,0,0,0,0,0,0,0,0,0,0
observador,0,0,0,0,0,0,0,0,0,0
observando,0,0,0,0,0,0,0,0,0,0
obsessão,0,0,0,0,0,0,0,0,0,0
obsolescência,0,0,0,0,0,0,0,0,0,0
obstáculo,1,0,0,1,0,1,0,1,0,0
obstetra,0,0,0,0,0,0,0,0,0,1
obstetrícia,0,0,0,0,0,0,0,0,0,0
obstinado,0,0,0,0,0,1,0,0,0,0
obstruir,1,0,0,1,0,1,0,0,0,0
obstrução,0,0,0,0,0,1,0,0,0,0
obstrutivo,1,0,0,0,0,1,0,0,0,0
obtivermos,0,0,0,0,0,0,0,0,0,0
obtível,0,0,0,0,1,0,1,0,0,0
obtuso,0,0,0,0,0,1,0,0,0,0
anverso,0,0,0,0,0,0,0,0,0,0
óbvio,0,0,0,0,0,0,1,0,0,1
ocarina,0,0,0,0,0,0,0,0,0,0
ocasião,0,0,0,0,0,0,0,0,0,0
ocasional,0,0,0,0,0,0,0,0,1,0
ocasionalmente,0,0,0,0,0,0,0,0,0,0
oclusão,0,0,0,0,0,0,0,0,0,0
oculto,0,0,1,1,0,1,0,0,0,0
ocupação,0,0,0,0,0,0,0,0,0,0
ocupante,0,0,0,0,0,0,1,0,0,1
ocupação,0,0,0,0,0,0,1,0,0,0
ocupado,0,0,0,0,0,0,0,0,0,0
ocupante,0,0,0,0,0,0,0,0,0,0
ocupar,0,0,0,0,0,0,1,0,0,0
ocupando,0,0,0,0,0,0,0,0,0,0
ocorrer,0,0,0,0,0,0,0,0,0,0
ocorrência,0,0,0,0,0,0,0,0,0,0
oceano,0,0,0,0,0,0,0,0,0,0
oceânico,0,0,0,0,0,0,0,0,0,0
octógono,0,0,0,0,0,0,0,0,0,0
oitava,0,0,0,0,0,0,0,0,0,0
polvo,0,0,1,0,0,0,0,0,0,0
ocular,0,0,0,0,0,0,0,0,0,0
esquisitice,0,0,1,0,0,1,0,1,1,0
chances,0,0,0,0,0,0,0,0,0,0
tributo,0,0,0,0,0,0,0,0,0,0
odioso,1,0,1,1,0,1,0,0,0,0
hodômetro,0,0,0,0,0,0,0,0,0,0
odor,0,0,0,0,0,1,0,0,0,0
estrogênio,0,0,0,0,0,0,0,0,0,0
obra,0,0,0,0,0,0,0,0,0,0
miudezas,0,0,0,0,0,0,0,0,0,0
ofender,1,0,1,0,0,1,0,0,0,0
ofendido,1,0,0,0,0,1,0,1,0,0
infrator,1,0,1,1,0,1,0,1,0,0
ofensa,1,0,1,1,0,1,0,1,0,0
ofensiva,1,0,1,0,0,1,0,0,0,0
oferta,0,0,0,0,0,0,1,0,0,0
oferecido,0,0,0,0,0,0,0,0,0,0
oferta,0,0,0,0,0,0,0,0,0,1
improvisado,0,0,0,0,0,1,0,0,0,0
escritório,0,0,0,0,0,0,0,0,0,0
Policial,0,0,0,0,0,0,1,0,0,1
escritórios,0,0,0,0,0,0,0,0,0,0
oficial,0,0,0,0,0,0,0,0,0,1
oficiar,0,0,0,0,0,0,0,0,0,0
saindo,0,0,0,0,0,1,0,0,0,0
desembarcar,0,0,0,0,0,0,0,0,0,0
Deslocamento,0,1,0,0,0,0,1,0,0,0
ramo,0,0,0,0,0,0,1,0,0,0
impedimento,0,0,0,0,0,0,0,0,0,0
frequentemente,0,0,0,0,0,0,0,0,0,0
muitas vezes,0,0,0,0,0,0,0,0,0,0
ogro,0,0,1,1,0,1,0,0,0,0
óleo,0,0,0,0,0,0,0,0,0,0
óleos,0,0,0,0,0,0,0,0,0,0
pomada,0,0,0,0,0,0,0,0,0,0
olfativo,0,1,0,0,0,1,0,0,0,0
oligarquia,0,0,0,0,0,1,0,0,0,0
Oliva,0,0,0,0,0,0,0,0,0,0
ómega,0,0,0,0,0,0,0,0,0,0
omelete,0,0,0,0,0,0,0,0,0,0
presságio,0,1,0,1,0,1,0,0,0,0
sinistro,0,1,0,1,0,1,0,0,0,0
omissão,0,0,0,0,0,0,0,0,0,0
omitir,0,0,0,0,0,1,0,0,0,0
omitido,0,0,0,0,0,0,0,0,0,0
ônibus,0,0,0,0,0,0,0,0,0,0
onipotência,0,0,0,1,0,1,1,0,0,0
onipotente,0,0,0,0,0,0,0,0,0,0
onipresente,0,0,0,0,0,0,0,0,0,0
onisciente,0,0,0,0,0,0,1,0,0,1
oncologista,0,0,0,0,0,0,0,0,0,0
unidade,0,0,0,0,0,0,0,0,0,0
oneroso,1,0,0,0,0,1,0,1,0,0
a si mesmo,0,0,0,0,0,0,0,0,0,0
em progresso,0,1,0,0,0,0,0,0,0,0
cebola,0,0,0,0,0,0,0,0,0,0
início,0,1,0,0,0,0,0,0,0,0
ataque,0,0,0,0,0,0,0,0,0,0
ontologia,0,0,0,0,0,0,0,0,0,0
ônus,0,0,0,0,0,1,0,0,0,0
em diante,0,0,0,0,0,0,0,0,0,0
ônix,0,0,0,0,0,0,0,0,0,0
escorrer,0,0,1,0,0,1,0,0,0,0
escorrendo,0,0,0,0,0,0,0,0,0,0
opacidade,0,0,0,0,0,0,0,0,0,0
opala,0,0,0,0,0,0,0,0,0,0
opaco,0,0,0,0,0,1,0,0,0,0
abrir,0,0,0,0,0,0,0,0,0,0
abrir,0,0,0,0,0,0,0,0,0,0
abridor,0,0,0,0,0,0,0,0,0,0
abertura,0,0,0,0,0,0,0,0,0,0
abertamente,0,0,0,0,0,0,0,0,0,0
abertura,0,0,0,0,0,0,1,0,0,0
ópera,1,1,0,1,1,0,1,1,1,1
ópera,0,0,0,0,0,1,0,0,0,0
Operação,0,0,0,1,0,0,0,0,0,1
operações,0,0,0,0,0,0,0,0,0,0
operativo,0,0,0,0,0,0,0,0,0,0
operador,0,0,0,0,0,0,0,0,0,0
oftálmico,0,0,0,0,0,0,0,0,0,0
oftalmologista,0,0,0,0,0,0,0,0,0,0
opiáceo,0,0,0,0,0,1,0,0,0,0
opinião,0,0,0,0,0,0,0,0,0,0
opinativo,1,0,0,0,0,1,0,0,0,0
ópio,1,0,1,1,0,1,0,1,0,0
oponente,1,1,1,1,0,1,0,0,0,0
oportuno,0,0,0,0,1,0,1,0,0,0
oportunismo,0,0,0,0,0,0,0,0,0,0
oportunidade,0,1,0,0,0,0,1,0,0,0
opor,0,0,0,0,0,1,0,0,0,0
oposição,1,0,0,1,0,1,0,0,0,0
oposição,0,0,0,0,0,0,0,0,0,0
oposto,0,0,0,0,0,0,0,0,0,0
opostos,0,0,0,0,0,0,0,0,0,0
oposição,1,0,0,0,0,1,0,0,0,0
oprimir,1,0,1,1,0,1,0,1,0,0
opressão,1,0,1,1,0,1,0,1,0,0
opressivo,1,0,1,1,0,1,0,1,0,0
opressor,1,0,0,1,0,1,0,1,0,0
ótico,0,0,0,0,0,0,0,0,0,0
óptico,0,0,0,0,0,0,0,0,0,0
óptica,0,0,0,0,0,0,0,0,0,0
otimismo,0,1,0,0,1,0,1,0,1,1
otimista,0,0,0,0,0,0,1,0,0,1
opção,0,0,0,0,0,0,1,0,0,0
opcional,0,0,0,0,0,0,1,0,0,0
opcionalmente,0,0,0,0,0,0,0,0,0,0
opções,0,0,0,0,0,0,0,0,0,0
optometrista,0,0,0,0,0,0,0,0,0,0
opulência,0,0,0,0,0,0,0,0,0,0
opulento,0,0,0,0,0,0,0,0,0,0
obra,0,0,0,0,0,0,0,0,0,0
oráculo,0,1,0,0,0,0,1,0,0,1
oral,0,0,0,0,0,0,0,0,0,0
laranja,0,0,0,0,0,0,0,0,0,0
oração,0,0,0,0,0,0,1,0,0,0
orador,0,0,0,0,0,0,0,0,0,0
oratório,0,0,0,0,0,0,0,0,0,0
esfera,0,0,0,0,0,0,0,0,0,0
órbita,0,0,0,0,0,0,0,0,0,0
órbita,0,0,0,0,0,0,0,0,0,0
orbes,0,0,0,0,0,0,0,0,0,0
orc,1,0,1,1,0,1,0,0,0,0
Pomar,0,0,0,0,0,0,0,0,0,0
orquestra,1,0,0,0,1,0,1,1,0,1
ordenado,0,0,0,0,0,0,1,0,0,1
provação,1,0,0,0,0,1,0,0,1,0
ordem,0,0,0,0,0,0,0,0,0,0
ordenadamente,0,0,0,0,0,0,1,0,0,0
ordenança,0,0,0,0,0,0,0,0,0,1
comum,0,0,0,0,0,0,0,0,0,0
ordenação,0,1,0,0,1,0,1,0,0,1
artilharia,0,0,0,1,0,1,0,0,0,0
minério,0,0,0,0,0,0,0,0,0,0
orégano,0,0,0,0,0,0,0,0,0,0
órgão,0,1,0,0,1,0,0,0,0,0
orgânico,0,0,0,0,0,0,1,0,0,0
organismo,0,0,0,0,0,0,0,0,0,0
organista,0,0,0,0,0,0,0,0,0,0
organização,0,1,0,0,1,0,1,0,1,1
organizar,0,0,0,0,0,0,1,0,0,0
organizado,0,0,0,0,0,0,1,0,0,0
orgasmo,0,1,0,0,1,0,1,0,0,0
orgias,0,0,0,0,0,0,0,0,0,0
orientar,0,0,0,0,0,0,0,0,0,0
oriental,0,0,0,0,0,0,0,0,0,0
orientação,0,0,0,0,0,0,0,0,0,0
orifício,0,0,0,0,0,0,0,0,0,0
origem,0,0,0,0,0,0,0,0,0,0
originalidade,0,0,0,0,0,0,1,0,1,0
originar,0,0,0,0,0,0,0,0,0,0
originação,0,0,0,0,0,0,0,0,0,0
originador,0,0,0,0,0,0,0,0,0,0
ornamento,0,0,0,0,0,0,0,0,0,0
ornamental,0,0,0,0,0,0,0,0,0,0
ornamentação,0,0,0,0,0,0,0,0,0,0
ornamentado,0,0,0,0,0,0,1,0,0,0
ornamentado,0,0,0,0,0,0,1,0,0,0
órfão,0,0,0,1,0,1,0,1,0,0
